file_name,sinhala_transcript,sinhala_transcript_with_code_switch
Download (714).wav,"මේ තියෙන්නේ බ්ලයින්ඩ් පීපල්ලව ගයිඩ් කරන හෙල්මට් එකක්. ඒ වගේම මේක ප්‍රෙග්නන්ට් මදර්ස්ලාට ස්මාර්ට් බෙලි රැප් එකක්. හායි, මම දැන් ඉන්නේ මොරටුව යුනිවර්සිටි එකේ. මම දැන් ඔයාලව","මේ තියෙන්නේ blind people ලව guide කරන helmet එකක්. ඒ වගේම මේක pregnant mothers ලාට smart belly wrap එකක්. හායි, මම දැන් ඉන්නේ මොරටුව University එකේ. මම දැන් ඔයාලව"
Download (715).wav,"මම දැන් ඔයාලව එක්කන් යන්න යන්නේ, එස්.එල්.අයි.ඕ.ටී. චැලෙන්ජ් එකට. අපි යමු ඇතුලට. මේක තමා ලංකාවේ ලොකුම අයි.ඕ.ටී. කොම්පටිෂන් එක. මේක කන්ටිනියුස්ලි අටවෙනි අවුරුද්දට සිද්ධ වෙන්නේ, ඇතුලේ සෑහෙන ඉනොවේටිව් දේවල්","මම දැන් ඔයාලව එක්කන් යන්න යන්නේ, SLIOT Challenge එකට. අපි යමු ඇතුලට. මේක තමා ලංකාවේ ලොකුම IOT competition එක. මේක continuously අටවෙනි අවුරුද්දට සිද්ධ වෙන්නේ, ඇතුලේ සෑහෙන innovative දේවල්"
Download (716).wav,"ඉනොවේටිව් දේවල් බිල්ඩ් කරලා තියෙනවා, මං ඔයාලට ඒවා එකින් එක පෙන්නන්නම්. එන්නකෝ. මේ කොම්පටිෂන් එකේ කැටගරීස් තුනක් තියෙනවා. යුනිවර්සිටි ස්ටුඩන්ට්ස්, ස්කූල් කිඩ්ස්, ඒ වගේම ඕපන් කැටගරි එකක් තියෙනවා",".innovative දේවල් build කරලා තියෙනවා, මං ඔයාලට ඒවා එකින් එක පෙන්නන්නම්. එන්නකෝ. මේ competition එකේ categories තුනක් තියෙනවා. University students, school kids, ඒ වගේම open category එකක් තියෙනවා"
Download (717).wav,"තියෙනවා, හැමෝටම. සෝ, මෙයාලා අපේ රියල් ප්‍රොබ්ලම්ස් සෝල්ව් කරනවා. ඕෆ්ලයින්? ඕෆ්ලයින්. කන්ට්‍රෝල් වෙන්නේ වොයිස් කමාන්ඩ්ස් වලින්. මේක, මේක, මේක මැටර්නල් ප්‍රොජෙක්ට් එකක්.","තියෙනවා, හැමෝටම. So, මෙයාලා අපේ real problems solve කරනවා. Offline? Offline. Control වෙන්නේ voice commands වලින්.  මේක, මේක, මේක maternal project එකක්."
Download (718).wav,"ප්‍රොජෙක්ට් එකක්. සෝ අපි මොනිටර් කරනවා ෆීටල් ගේ ඇස්පෙක්ට්ස් යි, මැටර්නල් ඇස්පෙක්ට්ස් යි. මේක ඒ.අයි. ඇසිස්ටන්ට් එකක්. හැබැයි ඕපන් ඔබ්ජෙක්ට්. ඕපන් මේක තමා වැදගත්ම දේ මේ","project එකක්. සෝ අපි monitor කරනවා fetal ගේ aspects යි, manual aspects යි. මේක AI Assistant එකක්. හැබැයි open object  open මේක තමා වැදගත්ම දේ මේ"
Download (719).wav,"මේ ඉනොවේෂන් ඔක්කොම නිකන් ඇක්සිඩන්ටලි සිද්ධ වෙච්ච දෙයක් නෙවෙයි, මෙන්න මේක ඇතුලේ එස්.එල්.ටී.-මොබිටෙල් එකෙන් පවර්ඩ් වෙච්ච ඇක්චුවල් අයි.ඕ.ටී. ලැබ් එකක් බලාගන්න පුළුවන්","මේ innovation ඔක්කොම නිකන් accidentally සිද්ධ වෙච්ච දෙයක් නෙවෙයි, මෙන්න මේක ඇතුලේ SLT-MOBITEL එකෙන් powered වෙච්ච actual IOT lab එකක් බලාගන්න පුළුවන්"
Download (720).wav,"මේ ලැබ් එක ඇතුලට තමා ප්‍රෝටෝටයිප්ස් බිල්ඩ් වෙන්නේ, ටෙස්ට් කරන්නේ, කැඩෙන්නේ, ඊට පස්සේ ආයෙ ඒක රීබිල්ඩ් වෙන්නේ, ඔක්කොම මෙන්න මේ හරියේ තමා. එස්.එල්.ටී.-මොබිටෙල්, යුනිවර්සිටි ඔෆ් මොරටුව එකත් එක්ක එකතු","මේ lab එක ඇතුලට තමා prototypes build වෙන්නේ, test කරන්නේ, කැඩෙන්නේ, ඊට පස්සේ ආයෙ ඒක rebuild වෙන්නේ, ඔක්කොම මෙන්න මේ හරියේ තමා. SLT-MOBITEL, University of Moratuwa එකත් එක්ක එකතු"
Download (721).wav,"එකතු වෙලා කම්ප්ලීට්ලි මේ ලැබ් එක බිල්ඩ් කරලා තියෙනවා. මං මෙතනට ආවේ මෙතන සාමාන්‍ය යූෂුවල් කොම්පටිෂන් එකක් වෙන්න ඇති කියලා හිතාගෙන. බට්, මෙතන ඊට වැඩිය සෑහෙන දෙයක් වෙනවා. එස්.එල්.ටී.-මොබිටෙල්","එකතු වෙලා completely මේ lab එක build කරලා තියෙනවා. මං මෙතනට ආවේ මෙතන සාමාන්‍ය usual competition එකක් වෙන්න ඇති කියලා හිතාගෙන. But, මෙතන ඊට වැඩිය සෑහෙන දෙයක් වෙනවා. SLT-MOBITEL"
Download (722).wav,මොබිටෙල් මේක නැෂනල් රෙස්පොන්සිබිලිටි එකක් විදිහට අරගෙන මොරටුව යුනිවර්සිටි ඒ වගේම අයි.ඊ.ඇස්.එල්. එක එකතු වෙලා අනාගත ශ්‍රී ලාංකික ඉංජිනේරුවෝන්ව ග්ලෝබලි කොම්පීට්,.Mobitel මේක national responsibility එකක් විදිහට අරගෙන Moratuwa University ඒ වගේම IESL එක එකතු වෙලා අනාගත ශ්‍රී ලාංකික ඉංජිනේරුවෝන්ව globally compete
Download (723).wav,"කොම්පීට් කරන්න පුළුවන් විදිහට රෙඩි කරනවා. මේක ඇත්තටම අපේ රටට හොඳ දෙයක්. මෙන්න මේ වගේ වැදගත් වීඩියෝස් විතරක් ඔයාගේ ෆීඩ් එකට එන්න ඕන නම්, අපිව ෆලෝ කරලා තියාගන්න. පීස්","compete කරන්න පුළුවන් විදිහට ready කරනවා. මේක ඇත්තටම අපේ රටට හොඳ දෙයක්. මෙන්න මේ වගේ වැදගත් වීඩියෝස් විතරක් ඔයාගේ feed එකට එන්න ඕන නම්, අපිව follow කරලා තියාගන්න. peace"
Download (724).wav,"ඔයා ෆොරින් ක්ලයන්ට්ස්ලත් එක්ක වැඩ කරලා යූ.ඇස්.ඩී. වලින් චාර්ජ් කරන ෆ්‍රීලාන්සර් කෙනෙක්ද? ඔයාලා හැමෝටම තියෙන ප්‍රශ්නයක් තමා ට්‍රාන්ස්ෆර් වෙනකොට හිඩන් ෆීස් තියෙනවා, ඒ වගේම ට්‍රාන්සැක්ෂන් එක ගොඩක් ස්ලෝ","ඔයා foreign clients ලත් එක්ක වැඩ කරලා USD වලින් charge කරන freelancer කෙනෙක්ද? ඔයාලා හැමෝටම තියෙන ප්‍රශ්නයක් තමා transfer වෙනකොට hidden fees තියෙනවා, ඒ වගේම transaction එක ගොඩක් slow"
Download (725).wav,සතියක් දෙකක් යනවා. ඒ වගේම එක්ස්චේන්ජ් රේට්ස් ත් අන්ප්‍රෙඩික්ටබල්. ඒ වගේම ගොඩක් කට්ටිය මෙතන පේමන්ට්ස් ගන්න යූස් කරන මෙතඩ්ස් එහෙම තාම ලංකාවට ඔෆීෂියලි ඇවයිලබල් නෑ. එයාලා එක එක අනිත් මෙතඩ්ස් වලින්,සතියක් දෙකක් යනවා. ඒ වගේම exchange rates ත් unpredictable. ඒ වගේම ගොඩක් කට්ටිය මෙතන payments ගන්න use කරන methods එහෙම තාම ලංකාවට officially available නෑ. එයාලා එක එක අනිත් methods වලින්
Download (726).wav,මෙතඩ්ස් වලින් ඒ පේමන්ට් සිස්ටම්ස් හදාගෙන තමා යූස් කරන්නේ. හැබැයි මේ ඔක්කොටම දැන් සොලියුෂන් එකක් තියෙනවා. ඒක තමා මෙන්න මේ එලිවේට් පේ. මේක ඔයාට ප්ලේ ස්ටෝර් නැත්නම් ඇප් ස්ටෝර් එකෙන් ඩවුන්ලෝඩ් කරගන්න පුළුවන්. මේක මෙන්න මේ වගේ,"methods වලින් ඒ payment systems හදාගෙන තමා use කරන්නේ. හැබැයි මේ ඔක්කොටම දැන් solution එකක් තියෙනවා. ඒක තමා මෙන්න මේ Elevate Pay. මේක ඔයාට Play Store නැත්නම් App Store එකෙන් download කරගන්න පුළුවන්. මේක මෙන්න මේ වගේ,"
Download (727).wav,"ෆ්‍රීලාන්සර්ලට හදපු හොඳම බෑන්කින්ග් සොලියුෂන් එකක්. ඔයා මේකේ එකවුන්ට් එකක් හදලා, ඔයාලගේ ඩොකියුමන්ට්ස් දීලා වෙරිෆිකේෂන් ප්‍රොසෙස් ඔක්කොම ඉවර වුණාට පස්සේ ඔයාට එකවුන්ට් එකක් ක්‍රියේට් වෙනවා. ඔයාට රවුටින්ග් නම්බර්, එකවුන්ට් නම්බර්","freelancer ලට හදපු හොඳම banking solution එකක්. ඔයා මේකේ account එකක් හදලා, ඔයාලගේ documents දීලා verification process ඔක්කොම ඉවර වුණාට පස්සේ ඔයාට account එකක් create වෙනවා. ඔයාට routing number, account number"
Download (728).wav,"එකවුන්ට් නම්බර්  එක්ක රියල් යූ.ඇස්. බෑන්ක් එකවුන්ට් එකක් හම්බවෙනවා. සෝ, ෆයිවර්, අප්වර්ක් එහෙමත් නැත්නම් පර්සනලි කන්ටැක්ට් කරගෙන යූ.ඇස්.-බේස්ඩ් ක්ලයන්ට් කෙනෙක්ට වැඩක් කරොත් එහෙම, ඔයාට තියෙන්නේ මෙන්න මේ එකවුන්ට්,","account number එක්ක real US bank account එකක් හම්බවෙනවා. So, Fiverr, Upwork එහෙමත් නැත්නම් personally contact කරගෙන US-based client කෙනෙක්ට වැඩක් කරොත් එහෙම, ඔයාට තියෙන්නේ මෙන්න මේ account"
Download (729).wav,"මෙන්න මේ එකවුන්ට් ඩීටේල්ස් ටික එයාට ෂෙයාර් කරන්න. එතකොට ඒ ක්ලයන්ට් ට කිසි ප්‍රශ්නයක් නෑ. එයාට ලෝකලි ට්‍රාන්ස්ෆර් කරනවා වගේ එයාගේ සල්ලි ටික ට්‍රාන්ස්ෆර් කරන්න පුළුවන් එයාගේ එකවුන්ට් එකට. සෝ, වන්ස් එයා පේමන්ට් එක එහෙන් කම්ප්ලීට් කරපු ගමන්","මෙන්න මේ account details ටික එයාට share කරන්න. එතකොට ඒ client ට කිසි ප්‍රශ්නයක් නෑ. එයාට locally transfer කරනවා වගේ එයාගේ සල්ලි ටික transfer කරන්න පුළුවන් එයාගේ account එකට. So, once එයා payment එක එහෙන් complete කරපු ගමන්"
Download (730).wav,ගමන් ඔයාගේ ඇප් එකෙන් ඒ පේමන්ට් එක පෙන්නන්න ගන්නවා. හැබැයි මේක තමා කූල්ම පාර්ට් එක. අපි හිතමු ඔයාට ඩොලර් 5000ක පේමන්ට් එකක් ආවා කියලා. ඔයා ඒ යූ.ඇස්. ඩොලර්ස් ටික ඔයාගේ ලෝකල් බෑන්ක් එකවුන්ට් එකට එල්.,ගමන් ඔයාගේ app එකෙන් ඒ payment එක පෙන්නන්න ගන්නවා. හැබැයි මේක තමා cool ම part එක. අපි හිතමු ඔයාට ඩොලර් 5000ක payment එකක් ආවා කියලා. ඔයා ඒ US dollars ටික ඔයාගේ local bank account එකට එල්
Download (731).wav,"ඒකට එල්.කේ.ආර්. එකක් විදිහට ට්‍රාන්ස්ෆර් කරනකොට ඔයාට ෆ්ලැට් ඩොලර් 1.5ක් විතරයි යන්නේ. එතනින් එහාට කිසිම චාර්ජ් එකක් මේකෙන් වෙන්නේ නෑ. සෝ, මමත් පර්සනලි යූස් කරන අනිත් ප්ලැට්ෆෝම් වලට එහෙම","ඒකට LKR එකක් විදිහට transfer කරනකොට ඔයාට flat $1.5 විතරයි යන්නේ. එතනින් එහාට කිසිම charge එකක් මේකෙන් වෙන්නේ නෑ. So, මමත් personally use කරන අනිත් platform වලට එහෙම"
Download (732).wav,"එහෙම 5%, 10% අන්න ඒ වගේ චාර්ජ් කරන්නේ. මේක ඔයාට ෆ්ලැට් ඩොලර් 1.5ක් විතරයි යන්නේ. ඒ වගේම මේක ඉන්ස්ටන්ට්ලි ට්‍රාන්ස්ෆර් වෙනවා, දවස් ගණන් නැත්නම් සති ගණන් ඉන්න අවශ්‍ය නෑ,","එහෙම 5%, 10% අන්න ඒ වගේ charge කරන්නේ. මේක ඔයාට flat $1.5 විතරයි යන්නේ. ඒ වගේම මේක instantly transfer වෙනවා, දවස් ගණන් නැත්නම් සති ගණන් ඉන්න අවශ්‍ය නෑ"
Download (733).wav,"අවශ්‍ය නෑ, ඔයාට ඉන්ස්ටන්ට්ලි ට්‍රාන්ස්ෆර් කරගන්න පුළුවන්.. ඒ වගේම ඔයාට මෙහෙම දේකුත් කරන්න පුළුවන්. ඔයාට හම්බවෙන පේමන්ට් එක ඔයාට එල්.කේ.ආර්. වලටම කන්වර්ට් කරන්න ඕනේ කියලා නෑ. ඔයාට ඒක ෆොරින් කරන්සි එකවුන්ට් එකට ට්‍රාන්ස්ෆර් කරලා","අවශ්‍ය නෑ, ඔයාට instantly transfer කරගන්න පුළුවන් ඒ වගේම ඔයාට මෙහෙම දේකුත් කරන්න පුළුවන්. ඔයාට හම්බවෙන payment එක ඔයාට LKR වලටම convert කරන්න ඕනේ කියලා නෑ. ඔයාට ඒක foreign currency account එකට transfer කරලා,"
Download (734).wav,"ට්‍රාන්ස්ෆර් කරලා, තියාගෙන ඉන්නත් පුළුවන්. එතකොට 1% ෆී එකක් යනවා, ඒ වගේම මේක මැක්සිමම් 10 ඩොලර් විතරයි ගන්නේ. 10 ඩොලර් කට වැඩියෙන් මෙයාලා ගන්නේ නෑ. ඊට පස්සේ ඔයාට ඒ එමවුන්ට් එක ෆොරින් කරන්සි එකවුන්ට් එකේ","transfer කරලා, තියාගෙන ඉන්නත් පුළුවන්. එතකොට 1% fee එකක් යනවා, ඒ වගේම මේක maximum 10 dollers විතරයි ගන්නේ. 10 dollers වලට වැඩියෙන් මෙයාලා ගන්නේ නෑ. ඊට පස්සේ ඔයාට ඒ amount එක foreign currency account එකේ"
Download (735).wav,"හොල්ඩ් කරගෙන ඉඳලා, වන්ස් රේට් එහෙම අප් වුණ ගමන් ඔයාට ඒක ලේසියෙන්ම විත්ඩ්‍රෝ කරගන්න පුළුවන්. එහෙමත් නැත්නම් යූ.ඇස්.ඩී. වලින්ම ඔයාට පේමන්ට් කරන්න පුළුවන්. ඇන්ඩ් කන්වර්ට් කරනකොට ඒ දවස්වල තියෙන බෙස්ට්ම","hold කරගෙන ඉඳලා, once rate එහෙම up වුණ ගමන් ඔයාට ඒක ලේසියෙන්ම withdraw කරගන්න පුළුවන්. එහෙමත් නැත්නම් USD වලින්ම ඔයාට payment කරන්න පුළුවන්. And convert කරනකොට ඒ දවස්වල තියෙන best ම"
Download (736).wav,"බෙස්ට්ම රේට් එක තමා ඔයාලට හම්බවෙන්නේ. ඔයාට කරන්න තියෙන්නේ එලිවේට් පේ ඇප් එක ඩවුන්ලෝඩ් කරලා, එකවුන්ට් එකක් හදලා, අවශ්‍ය කරන ඩොකියුමන්ට්ස් ඔක්කොම සබ්මිට් කරන්න. වන්ස් ඒවා ඔක්කොම ක්ලියර් වුණ ගමන් ඔයාගේ නමට ග්ලෝබල්","best ම rate එක තමා ඔයාලට හම්බවෙන්නේ. ඔයාට කරන්න තියෙන්නේ Elevate Pay app එක download කරලා, account එකක් හදලා, අවශ්‍ය කරන documents ඔක්කොම submit කරන්න. Once ඒවා ඔක්කොම clear වුණ ගමන් ඔයාගේ නමට global."
Download (737).wav,"ග්ලෝබල් යූ.ඇස්.ඩී. බෑන්ක් එකවුන්ට් එකක් හදලා දෙනවා, එකවුන්ට් නම්බර්ස් ඇන්ඩ් රවුටින්ග් නම්බර්ස් එක්ක. ඒ වගේම මං කලින් කිව්වා වගේ ක්ලයන්ට්ස්ගෙන් පේමන්ට්ස් ගත්ත ගමන් කිසිම හිඩන් චාර්ජ් එකක් ගන්නේ නෑ. 1.5 ඩොලර්  විතරයි ගන්නේ ෆ්ලැට්","global USD bank account එකක් හදලා දෙනවා, account numbers and routing numbers එක්ක. ඒ වගේම මං කලින් කිව්වා වගේ clients ගෙන් payments ගත්ත ගමන් කිසිම hidden charge එකක් ගන්නේ නෑ. $1.5 විතරයි ගන්නේ flat"
Download (738).wav,"ෆ්ලැට් ෆී එකක් හැටියට. ඒ වගේම මෙන්න මේ ඇප් එකෙත් ඔයාට ක්ලීන් ඩෑෂ්බෝර්ඩ් එකක් බලාගන්න පුළුවන්, අවශ්‍ය දේ ඔක්කොම එතනින් ට්‍රැක් කරගන්න පුළුවන්. ඒ වගේම ඉස්සරහට වර්චුවල් කාඩ් එකකුත් එන්න තියෙනවා. මේක ඔයාට ඇපල්","flat fee එකක් හැටියට. ඒ වගේම මෙන්න මේ app එකෙත් ඔයාට clean dashboard එකක් බලාගන්න පුළුවන්, අවශ්‍ය දේ ඔක්කොම එතනින් track කරගන්න පුළුවන්. ඒ වගේම ඉස්සරහට virtual card එකකුත් එන්න තියෙනවා. මේක ඔයාට Apple"
Download (739).wav,"ඇපල් පේ නැත්නම් ගූගල් ප්ලේ එකට ඇඩ් කරගන්න පුළුවන්. එතකොට ඔයාට මෙන්න මේ යූ.ඇස්.ඩී. ටික ඩිරෙක්ට්ලි ට්‍රාන්ස්ෆර් කරගන්න පුළුවන්, ආයෙ විත්ඩ්‍රෝවල් කරගෙන ඉන්න අවශ්‍යතාවයක් නෑ. සෝ, මං හිතනවා මේක ඇත්තටම හොඳ ඇප් එකක්, ඔයාලා ෆොරින් ක්ලයන්ට්ස්ලත් ","Apple Pay නැත්නම් Google Play එකට add කරගන්න පුළුවන්. එතකොට ඔයාට මෙන්න මේ USD ටික directly transfer කරගන්න පුළුවන්, ආයෙ withdrawal කරගෙන ඉන්න අවශ්‍යතාවයක් නෑ. So, මං හිතනවා මේක ඇත්තටම හොඳ app එකක්, ඔයාලා foreign clients ලත්"
Download (740).wav,ත් එක්ක වැඩ කරනවා නම්. ඇන්ඩ් මං හිතනවා මේ වීඩියෝ එක ඔයාලට යූස්ෆුල් වෙන්න ඇති කියලා. මේ ඇප් එකේ එක්සැක්ට් ඩවුන්ලෝඩ් ලින්ක්ස් එහෙම මගේ පින් කමෙන්ට් එකේ මං දාලා තියන්නම්. එහෙමත් නැත්නම් ඔයාට එලිවේට් පේ කියලා සර්ච් කරලම ඩවුන්ලෝඩ් කරගන්න පුළුවන්.,ත් එක්ක වැඩ කරනවා නම්. And මං හිතනවා මේ video එක ඔයාලට useful වෙන්න ඇති කියලා. මේ app එකේ exact download links එහෙම මගේ pin comment එකේ මං දාලා තියන්නම්. එහෙමත් නැත්නම් ඔයාට Elevate Pay කියලා search කරලම download කරගන්න පුළුවන්.
Download (741).wav,"ඇන්ඩ් මේ වගේ තවත් යූස්ෆුල් වීඩියෝ එකකින් මං ඔයාලව ආයෙත් හමුවෙන්නම්. අන්ටිල් දෙන්, පීස්.","And මේ වගේ තවත් useful video එකකින් මං ඔයාලව ආයෙත් හම්බවෙන්නම්. Until then, පීස්"
Download (742).wav,"බෑන් වෙන්න ඕන වෙබ්සයිට් හතරක්, හැබැයි ඒවා ඔක්කොම ෆ්‍රී. පළවෙනි එක, ලයිට්පී.ඩී.එෆ්. මේකෙන් පී.ඩී.එෆ්. එකක් වර්ඩ් එකට, නැත්නම් පී.ඩී.එෆ්. එකක් එක්සෙල් එකට","Ban වෙන්න ඕන website හතරක්, හැබැයි ඒවා ඔක්කොම free. පළවෙනි එක, LightPDF. මේකෙන් PDF එකක් Word එකට, නැත්නම් PDF එකක් Excel එකට"
Download (743).wav,"එක්සෙල් එකට කන්වර්ට් කරගන්න පුළුවන්. ඒ.අයි. යූස් කරගෙන පී.ඩී.එෆ්. ෆයිල් එකක් ජෙනරේට් කරන්න විතරක් නෙවෙයි, ඔයාට ඕනෑම පී.ඩී.එෆ්. එකක් එඩිට් කරන්න පුළුවන්, මේක ඇත්තටම ලොකු,","Excel එකට convert කරගන්න පුළුවන්. AI use කරගෙන PDF file එකක් generate කරන්න විතරක් නෙවෙයි, ඔයාට ඕනෑම PDF එකක් edit කරන්න පුළුවන්, මේක ඇත්තටම ලොකු"
Download (744).wav,"ලොකු දෙයක්. ෆයිල් එක අප්ලෝඩ් කරන්න, එච්චරයි. එයා ඔටෝමැටිකලි ෆොන්ට්ස් ඔක්කොම මැච් කරලා දෙනවා එඩිට් කරන්න. ඇන්ඩ් ඊළඟ එක, කැන්වා කිලර්","ලොකු දෙයක්. File එක upload කරන්න, එච්චරයි. එයා automatically fonts ඔක්කොම match කරලා දෙනවා edit කරන්න. And ඊළඟ එක, Canva Killer"
Download (745).wav,"මෙන්න මේ වෙබ්සයිට් එකට යන්න. ඔයාගේ බ්‍රවුසර් එකෙන් ඔයාට ෆුල් ෆොටෝෂොප් ඇක්සස් කරගන්න පුළුවන්. ලේයර් එඩිටින්ග් හම්බවෙනවා විතරක් නෙවෙයි, මෙන්න මේ එක්ස්ටෙන්ෂන් එක ඉන්ස්ටෝල් කරපු ගමන් වෙබ්සයිට් එකේ තියෙන","මෙන්න මේ website එකට යන්න. ඔයාගේ browse එකෙන් ඔයාට full Photoshop access කරගන්න පුළුවන්. Layer editing හම්බවෙනවා විතරක් නෙවෙයි, මෙන්න මේ extension එක install කරපු ගමන් website එකේ තියෙන"
Download (746).wav,"තියෙන ඔක්කොම ෆොටෝස් වල මෙන්න මේ වගේ ෆොටෝෂොප් අයිකන් එකක් බලාගන්න පුළුවන්. ජස්ට් ඒක ක්ලික් කරන්න, ඒක එඩිටර් එකේ ඕපන් වෙනවා. හැබැයි මේකට ඔයාට සල්ලි ගෙවන්න ඕනේ. විහිළුවක් කරේ","තියෙන ඔක්කොම photos වල මෙන්න මේ වගේ Photoshop icon එකක් බලාගන්න පුළුවන්. Just ඒක click කරන්න, ඒක editor එකේ open වෙනවා. හැබැයි මේකට ඔයාට සල්ලි ගෙවන්න ඕනේ. විහිළුවක් කරේ"
Download (747).wav,"සල්ලි ගෙවන්න ඕනේ නෑ. මේක කම්ප්ලීට්ලි ෆ්‍රී. ඔයාට පේඩ් ඩෙස්ක්ටොප් වර්ෂන් එකේ එන ජෙනරේටිව් ෆිල් ෆීචර් එක එහෙමම හම්බවෙනවා. තුන්වෙනි එක, මට මේ ආටිකල් එක රීඩ් කරන්න ඕනේ, හැබැයි ඒකට","සල්ලි ගෙවන්න ඕනේ නෑ. මේක completely free. ඔයාට paid desktop version එකේ එන generative fill feature එක එහෙමම හම්බවෙනවා. තුන්වෙනි එක, මට මේ article එක read කරන්න ඕනේ, හැබැයි ඒකට"
Download (748).wav,ඒකට පේවෝල් එකක් එනවා. හැබැයි මං මේ ෆ්‍රී ක්‍රෝම් එක්ස්ටෙන්ෂන් එක ඉන්ස්ටෝල් කරොත් ඒ පේවෝල් එක කම්ප්ලීට්ලි රිමූව් වෙනවා. මේ ඊළඟ වෙබ්සයිට් එක නයින්ටීස් ඇන්ඩ් අර්ලි ටූකේ කිඩ්ස්ලට,ඒකට paywall එකක් එනවා. හැබැයි මං මේ free chrome extension එක install කරොත් ඒ paywall එක completely remove වෙනවා. මේ ඊළඟ website එක 90s and early 2K kids ලට
Download (749).wav,"ඔයා මේ වෙබ්සයිට් එකට ගියොත් ඔයාට රෙට්‍රෝ ගේම්ස් ප්ලේ කරන්න පුළුවන්, ලයික් ජී.ටී.ඒ. වයිස් සිටි, රෝඩ් රෑෂ්, ප්‍රින්ස් ඔෆ් පර්ෂියා, නීඩ් ෆෝ ස්පීඩ්, ඔක්කොම ඔයාගේ බ්‍රවුසර් එකේම ප්ලේ කරන්න,","ඔයා මේ website එකට ගියොත් ඔයාට retro games play කරන්න පුළුවන්, like GTA Vice City, Road Rash, Prince of Persia, Need for Speed, ඔක්කොම ඔයාගේ browser එකේම play කරන්න"
Download (750).wav,"ප්ලේ කරන්න පුළුවන්.මේ වෙබ්සයිට් වල නම් ටික ඔයාට ඩිස්ක්‍රිප්ෂන් එකේ නැත්නම් කමෙන්ට් සෙක්ෂන් එකේ බලාගන්න පුළුවන්, හැබැයි වැඩේ කියන්නේ මේවා ඔක්කොම ට්‍රයි කරලා බලන්න ඔයාට ලැප්ටොප් එකක් ඕනේ. ලැප්ටොප්.එල්කේ එකේ බැලුවොත් එහෙම, පොපියුලර් බ්‍රෑන්ඩ්ස් ලයික්","play කරන්න පුළුවන්. මේ website වල නම් ටික ඔයාට description එකේ නැත්නම් comment section එකේ බලාගන්න පුළුවන්, හැබැයි වැඩේ කියන්නේ මේවා ඔක්කොම try කරලා බලන්න ඔයාට laptop එකක් ඕනේ. Laptop.lk එකේ බැලුවොත් එහෙම, popular brands like"
Download (751).wav,"බ්‍රෑන්ඩ්ස් ලයික් ලෙනොවෝ, එච්.පී., ඇසූස්, ඇම්.ඇස්.අයි. වගේ ඒවා ජෙනුයින් ඔතරයිස්ඩ් වොරන්ටි එකත් එක්ක මිලදී ගන්න පුළුවන්. සෝ, ඔයාලගේ ලැප්ටොප් එක ඩබලිව් ඩබලිව් ඩබලිව් ඩොට් ලැප්ටොප් ඩොට් එල් කේ කියන සයිට් එකට ගිහින් ඕඩර් කරගන්න","brands like Lenovo, HP, Asus, MSI වගේ ඒවා genuine authorized warranty එකත් එක්ක මිලදී ගන්න පුළුවන්. So, ඔයාලගේ laptop එක www.laptop.lk කියන site එකට ගිහින් order කරගන්න"
Download (753).wav,මේක ලැප්ටොප් එකක් කියලානේ හිතුවේ? නෑ.,මේක laptop එකක් කියලානේ හිතුවේ? නෑ.
Download (754).wav,"මේක මොනිටර් එකක්. ඔව්, ඔයාලට හරියටම තමයි ඇහුණේ, මේ තියෙන්නේ ඒසර් පී.ඩී.163කිව් කියන පෝටබල් මොනිටර් එක. මේක ඔයාට 15.6","මේක monitor එකක්. ඔව්, ඔයාලට හරියටම තමයි ඇහුණේ, මේ තියෙන්නේ Acer PD163Q කියන portable monitor එක. මේක ඔයාට 15.6"
Download (755).wav,"-ඉන්ච් ෆුල් එච්.ඩී. අයි.පී.ඇස්. පැනල් එකක් නෙවෙයි, දෙකක්ම බලාගන්න පුළුවන්. දෙකේම හොඳ ෂාප් ඇන්ඩ් ක්‍රිස්ප් විදිහට බලාගන්න පුළුවන්, ඒ වගේම දෙකම 1080පී රෙසලූෂන් සපෝර්ට් කරනවා","inch Full HD IPS panel එකක් නෙවෙයි, දෙකක්ම බලාගන්න පුළුවන්. දෙකේම හොඳ sharp and crisp විදිහට බලාගන්න පුළුවන්, ඒ වගේම දෙකම 1080p resolution support කරනවා."
Download (756).wav," ඒ වගේම දෙකම කම්බයින් කරලා යූස් කරොත් එහෙම, ඔයාට මෙන්න මේ වගේ මැසිව් ඩිස්ප්ලේ එක්ස්පීරියන්ස් එකක් බලාගන්න පුළුවන්. මේකේ ඩිස්ප්ලේස් දෙකක් තියෙන නිසා ඔයාට මේක මෙන්න මේ වගේ තියලා යූස් කරන්න පුළුවන්. ඒත්","ඒ වගේම දෙකම combine කරලා use කරොත් එහෙම, ඔයාට මෙන්න මේ වගේ massive display experience එකක් බලාගන්න පුළුවන්. මේකේ displays දෙකක් තියෙන නිසා ඔයාට මේක මෙන්න මේ වගේ තියලා use කරන්න පුළුවන්. ඒත්"
